case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. milling---machine-14 final-inspection-q.c. milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14,57,30,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. milling---machine-14 final-inspection-q.c. milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14,58,30,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. milling---machine-14 final-inspection-q.c. milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14,59,30,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. milling---machine-14 final-inspection-q.c. milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14,60,30,0,0,1
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. milling---machine-14 final-inspection-q.c. milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 packing,61,31,2,1,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. milling---machine-14 final-inspection-q.c. milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 turning-&-milling---machine-9 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 milling---machine-14 packing final-inspection-q.c.,62,31,2,0,1
Case148,other,0,0,0,0,6
Case148,other other,1,6,0,6,39
Case148,other other packing,2,45,45,39,0
Case148,other other packing final-inspection-q.c.,3,45,39,0,0
Case148,other other packing final-inspection-q.c. other,4,45,0,0,0
Case148,other other packing final-inspection-q.c. other final-inspection-q.c.,5,45,0,0,0
Case148,other other packing final-inspection-q.c. other final-inspection-q.c. milling---machine-14,6,45,0,0,1
Case179,grinding-rework---machine-27,0,0,0,0,1
Case179,grinding-rework---machine-27 final-inspection-q.c.,1,1,0,1,1
Case179,grinding-rework---machine-27 final-inspection-q.c. packing,2,2,3,1,36
Case179,grinding-rework---machine-27 final-inspection-q.c. packing other,3,38,38,36,1
Case179,grinding-rework---machine-27 final-inspection-q.c. packing other final-inspection-q.c.,4,39,38,1,0
Case179,grinding-rework---machine-27 final-inspection-q.c. packing other final-inspection-q.c. packing,5,39,2,0,1
Case249,turning-&-milling---machine-8,0,0,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8,1,0,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,2,0,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8,3,0,0,0,2
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8,4,2,2,2,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,5,2,2,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,6,2,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11,7,2,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1,8,2,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual,9,2,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual round-grinding---machine-2,10,2,1,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual round-grinding---machine-2 round-grinding---machine-2,11,2,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2,12,2,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2,13,2,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2,14,2,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 laser-marking---machine-7,15,2,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 laser-marking---machine-7 laser-marking---machine-7,16,2,0,0,0
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 laser-marking---machine-7 laser-marking---machine-7 final-inspection-q.c.,17,2,0,0,2
Case249,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 round-grinding---manual round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 laser-marking---machine-7 laser-marking---machine-7 final-inspection-q.c. packing,18,4,2,2,1
Case231,lapping---machine-1,0,0,0,0,2
Case231,lapping---machine-1 round-grinding---machine-2,1,2,0,2,0
Case231,lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2,2,2,3,0,0
Case231,lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2,3,2,0,0,0
Case231,lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2,4,2,0,0,2
Case231,lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c.,5,4,2,2,0
Case231,lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c.,6,4,2,0,0
Case231,lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. round-grinding---q.c.,7,4,0,0,1
Case21,turning-&-milling---machine-4,0,0,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4,1,0,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,2,0,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c.,3,0,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4,4,0,0,0,1
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4,5,1,1,1,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c.,6,1,1,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4,7,1,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4,8,1,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c.,9,1,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c.,10,1,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c.,11,1,0,0,7
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7,12,8,7,7,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 round-grinding---machine-3,13,8,8,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3,14,8,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,15,8,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,16,8,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,17,8,0,0,14
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-2,18,22,14,14,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-2 round-grinding---machine-2,19,22,14,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-2 round-grinding---machine-2 turning-&-milling-q.c.,20,22,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-2 round-grinding---machine-2 turning-&-milling-q.c. round-grinding---machine-2,21,22,0,0,0
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-2 round-grinding---machine-2 turning-&-milling-q.c. round-grinding---machine-2 round-grinding---machine-2,22,22,0,0,7
Case21,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-2 round-grinding---machine-2 turning-&-milling-q.c. round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c.,23,29,8,7,1
Case239,turning-&-milling---machine-6,0,0,0,0,0
Case239,turning-&-milling---machine-6 turning-&-milling---machine-6,1,0,0,0,0
Case239,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,2,0,0,0,0
Case239,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6,3,0,0,0,0
Case239,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6,4,0,0,0,1
Case239,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,5,1,1,1,6
Case239,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. other,6,7,7,6,1
Case239,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. other laser-marking---machine-7,7,8,7,1,0
Case239,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. other laser-marking---machine-7 lapping---machine-1,8,8,1,0,0
Case239,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c.,9,8,1,0,1
Case239,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. final-inspection-q.c.,10,9,2,1,2
Case239,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. other laser-marking---machine-7 lapping---machine-1 final-inspection-q.c. final-inspection-q.c. packing,11,11,4,2,1
Case20,turning-&-milling---machine-4,0,0,0,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4,1,0,0,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c.,2,0,0,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4,3,0,0,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4,4,0,0,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,5,0,0,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,6,0,0,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,7,0,0,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,8,0,0,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c.,9,0,0,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4,10,0,0,0,5
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7,11,5,5,5,1
