case_id,prefix,k,next_act
Case18,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5,54,turning-&-milling---machine-5
Case18,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5,55,turning-&-milling---machine-5
Case18,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,56,turning-&-milling---machine-4
Case18,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4,57,turning-&-milling-q.c.
Case18,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling-q.c.,58,laser-marking---machine-7
Case18,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7,59,turning-&-milling-q.c.
Case18,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c.,60,turning-&-milling---machine-5
Case18,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-5,61,laser-marking---machine-7
Case18,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-5 laser-marking---machine-7,62,laser-marking---machine-7
Case18,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-5 laser-marking---machine-7 laser-marking---machine-7,63,turning-&-milling---machine-4
Case18,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-4 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling---machine-5 laser-marking---machine-7 laser-marking---machine-7 turning-&-milling---machine-4,64,turning-&-milling-q.c.
Case273,turning-&-milling---machine-9,0,turning-&-milling---machine-9
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9,1,turning-&-milling---machine-9
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,2,turning-&-milling-q.c.
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c.,3,flat-grinding---machine-11
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. flat-grinding---machine-11,4,laser-marking---machine-7
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. flat-grinding---machine-11 laser-marking---machine-7,5,lapping---machine-1
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. flat-grinding---machine-11 laser-marking---machine-7 lapping---machine-1,6,round-grinding---manual
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. flat-grinding---machine-11 laser-marking---machine-7 lapping---machine-1 round-grinding---manual,7,round-grinding---machine-12
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. flat-grinding---machine-11 laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---machine-12,8,round-grinding---machine-12
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. flat-grinding---machine-11 laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---machine-12 round-grinding---machine-12,9,round-grinding---machine-12
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. flat-grinding---machine-11 laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12,10,packing
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. flat-grinding---machine-11 laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12 packing,11,final-inspection-q.c.
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. flat-grinding---machine-11 laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12 packing final-inspection-q.c.,12,final-inspection-q.c.
Case273,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. flat-grinding---machine-11 laser-marking---machine-7 lapping---machine-1 round-grinding---manual round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12 packing final-inspection-q.c. final-inspection-q.c.,13,final-inspection-q.c.
Case27,turning-&-milling---machine-8,0,turning-&-milling---machine-8
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8,1,turning-&-milling---machine-8
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,2,turning-&-milling---machine-8
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,3,turning-&-milling---machine-8
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,4,turning-&-milling---machine-8
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,5,turning-&-milling---machine-8
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,6,turning-&-milling-q.c.
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,7,lapping---machine-1
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1,8,round-grinding---manual
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual,9,round-grinding---manual
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual,10,laser-marking---machine-7
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual laser-marking---machine-7,11,final-inspection-q.c.
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual laser-marking---machine-7 final-inspection-q.c.,12,packing
Case27,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 round-grinding---manual round-grinding---manual laser-marking---machine-7 final-inspection-q.c. packing,13,final-inspection-q.c.
Case25,turning-&-milling---machine-5,0,turning-&-milling---machine-5
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5,1,turning-&-milling---machine-5
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,2,turning-&-milling---machine-5
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,3,turning-&-milling---machine-5
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,4,turning-&-milling---machine-5
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,5,turning-&-milling-q.c.
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c.,6,laser-marking---machine-7
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7,7,lapping---machine-1
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1,8,lapping---machine-1
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1,9,lapping---machine-1
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1,10,round-grinding---manual
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1 round-grinding---manual,11,round-grinding---manual
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual,12,round-grinding---manual
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual,13,round-grinding---manual
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual,14,round-grinding---manual
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual,15,round-grinding---manual
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual,16,round-grinding---q.c.
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---q.c.,17,round-grinding---q.c.
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---q.c. round-grinding---q.c.,18,round-grinding---q.c.
